event_count,country_United_States,country_Saudi_Arabia,country_India,country_Britain,country_Italy,average_load_time,max_load_time,event_bench_load_success_count,event_profile_search_success_count,event_add_profile_success_count,event_upgrade_plan_count,event_pricing_model_count,event_profile_load_fail_count,event_email_receipt_count,platform_all_count,platform_brbench_count,platform_fb_count,platform_hashtags_count,platform_ig._count,platform_ig_count,platform_li_count,platform_meta_count,platform_nan_count,platform_tk_count,platform_tw_count,platform_xch_count,platform_yt_count,platform_total_count,view_add,view_addprofiles,view_ads,view_bench,view_benchmark,view_brands,view_campaigns,view_connect,view_content-pillars,view_hashtag,view_nan,view_page,view_postsfeed,view_profile,view_proj,view_projecthome,view_reports,view_search,view_settings,view_upgradeplan
19,0,0,0,0,0,1.072,1.685,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,10,0,23.756999999999998,0,0,0,0,0,0,6,0,0,0,8,0,0,4,0,1,0,0,0,0
51,0,0,1,0,0,1.488,1.488,0,14,2,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,43,0,72.976,0,0,0,0,0,0,0,0,0,0,51,0,0,2,0,0,0,0,0,0
127,0,0,0,0,0,1.5310000000000001,2.846,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,7,82,0,38,0,140.377,0,0,0,0,6,0,7,0,0,0,28,0,3,65,0,18,0,0,0,0
33,0,0,0,0,0,1.7409999999999999,3.141,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,29,0,0,4,0,50.882,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,1.8864999999999998,2.738,0,2,1,3,3,0,0,0,0,13,0,0,0,0,0,4,0,0,13,0,43.6245,0,0,0,0,0,0,0,0,0,0,16,0,0,11,0,0,0,0,0,3
80,0,0,0,0,0,2.5362999999999998,6.033,0,2,1,1,1,0,12,0,0,0,0,0,55,0,0,14,0,0,11,0,105.5693,0,0,0,0,0,0,0,0,0,0,25,0,0,52,0,3,0,0,0,0
422,0,0,0,0,0,2.7312211538461537,202.72,34,14,20,3,3,0,9,0,3,31,0,0,163,2,0,23,12,2,186,0,710.4512211538462,0,0,0,0,206,0,4,0,0,0,113,0,0,57,0,38,1,0,0,3
376,0,0,1,0,0,1.6467460317460318,10.398,13,12,12,0,0,0,2,0,10,119,0,0,85,0,0,16,0,62,80,4,428.04474603174606,0,0,0,0,44,11,5,0,0,0,69,0,23,198,0,19,7,0,0,0
134,0,0,0,0,0,1.9965454545454546,4.754,5,1,2,0,0,0,9,0,0,1,0,0,14,0,0,18,28,3,65,5,157.75054545454546,0,0,0,3,16,0,6,0,0,13,56,0,6,28,0,4,2,0,0,0
53,0,0,0,0,1,0.3406666666666667,0.682,6,4,4,0,0,0,0,0,0,0,0,0,22,6,0,1,0,0,24,0,69.02266666666667,0,0,0,0,21,0,6,0,0,0,21,0,3,0,0,1,1,0,0,0
2,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,1.7699999999999998,3.591,5,9,7,3,3,0,0,0,0,59,0,0,0,0,0,1,0,0,49,0,141.361,0,0,0,0,18,0,0,0,0,0,52,0,0,26,0,10,0,0,0,3
472,0,0,0,0,0,2.465876404494382,31.616,0,18,16,0,0,0,2,0,0,66,0,0,103,6,0,5,87,53,109,43,542.0818764044943,0,0,0,0,0,8,0,0,0,0,109,0,0,313,0,42,0,0,0,0
11,0,0,0,0,0,1.7409999999999999,3.141,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,18.881999999999998,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,2.004,2.438,0,3,1,0,0,0,11,0,0,0,0,0,21,0,0,15,0,0,14,0,69.44200000000001,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,1,0,0,0,0
40,1,0,0,0,0,1.1404285714285716,2.454,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13,26,48.59442857142857,0,1,0,0,0,0,0,0,0,0,14,0,0,23,0,2,0,0,0,0
174,0,1,0,0,0,1.2695483870967743,4.039,12,5,4,1,1,1,3,0,3,0,0,0,0,3,0,7,92,3,66,0,206.30854838709678,0,0,0,0,42,0,28,0,0,0,38,0,16,39,0,7,4,0,0,0
65,0,0,0,0,0,1.473,1.824,4,9,6,0,0,0,9,0,0,0,0,0,22,0,0,19,0,0,24,0,96.297,0,0,0,0,10,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,1.3915140845070422,3.61,48,9,8,0,0,0,12,0,3,10,0,0,479,0,0,20,0,0,203,0,797.0015140845071,0,0,0,0,166,0,25,0,0,0,81,0,66,306,0,47,24,0,0,0
4,0,0,1,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,9.882,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
28,0,0,1,0,0,1.7409999999999999,3.141,0,3,1,0,0,0,5,0,0,0,0,0,4,0,2,8,0,0,14,0,42.882,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,1.7535555555555555,3.071,5,7,4,0,0,2,0,0,0,0,0,0,24,0,0,6,18,0,39,0,109.82455555555555,0,0,0,0,17,0,0,0,0,0,47,0,0,14,0,9,0,0,0,0
73,0,0,0,0,1,3.229333333333333,16.676,2,4,4,0,0,0,9,0,0,9,0,0,5,0,0,13,0,0,44,2,112.90533333333333,0,0,0,0,9,9,1,0,0,0,44,0,0,2,0,8,0,0,0,0
6,0,0,1,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,11.882,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0
21,0,0,0,1,0,1.7409999999999999,3.141,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,16,0,33.882,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,2.2109375,3.06,0,10,10,1,1,0,2,0,0,0,0,0,0,0,0,4,0,0,28,89,150.2709375,0,0,0,0,0,0,0,0,0,0,49,0,0,69,0,2,0,0,0,1
120,0,0,0,0,1,2.6597142857142857,11.213,2,3,3,0,0,0,12,0,0,56,0,0,0,0,0,19,11,4,30,0,154.87271428571427,0,0,0,0,6,0,3,0,0,0,34,0,9,60,0,6,2,0,0,0
151,0,0,0,0,0,8.2125,78.589,9,20,19,0,0,0,3,0,14,25,0,0,10,8,0,5,0,0,79,10,288.80150000000003,0,0,0,0,36,4,1,0,0,0,87,0,0,0,0,23,0,0,0,0
52,0,0,0,1,0,0.6154285714285714,1.45,0,1,1,0,0,0,9,0,0,0,0,0,29,0,0,16,0,0,7,0,66.06542857142857,0,0,0,0,0,0,0,0,0,0,23,0,9,20,0,0,0,0,0,0
819,0,0,0,0,0,1.3989545454545453,5.938,3,38,26,3,3,0,9,0,0,115,0,0,197,91,0,14,25,48,243,86,908.3369545454545,0,0,0,0,10,56,0,0,0,0,207,0,0,482,0,64,0,0,0,0
49,0,0,0,0,0,4.247,8.683,3,3,2,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,28,0,69.93,0,0,0,0,11,0,11,0,0,0,17,0,0,4,0,4,2,0,0,0
62,0,0,0,0,0,2.9950833333333335,5.894,3,4,4,0,0,0,12,0,0,0,0,0,32,0,0,14,0,0,16,0,93.88908333333333,0,0,0,0,8,0,1,0,0,0,34,0,5,14,0,0,0,0,0,0
2,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
149,1,0,0,0,0,1.1849411764705884,2.051,7,6,5,3,2,0,0,0,0,0,0,0,70,0,4,4,0,0,73,0,177.2359411764706,0,0,0,0,28,0,5,0,0,2,60,0,15,25,0,11,2,0,0,3
135,0,0,0,0,0,1.444888888888889,3.269,0,5,4,0,0,0,6,0,0,91,0,0,0,0,0,19,0,0,25,0,154.7138888888889,0,0,0,0,0,0,0,0,0,0,47,0,0,80,0,8,0,0,0,0
337,0,0,0,0,0,3.41209375,29.012,6,40,20,48,2,0,2,0,0,0,0,0,37,0,0,11,91,0,204,0,493.42409375,0,0,0,0,46,0,17,0,0,0,154,0,29,32,0,15,7,0,42,1
5,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,9.882,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
88,0,0,1,0,0,1.8407499999999999,2.186,0,2,2,9,10,1,1,0,0,0,0,0,22,0,0,4,0,0,62,0,118.02674999999999,0,0,0,0,0,0,3,0,0,0,55,0,0,16,0,5,0,0,0,9
122,0,0,0,0,0,1.8565384615384617,5.996,5,11,9,0,0,0,1,0,0,0,0,0,0,0,0,4,86,0,32,0,155.85253846153847,0,0,0,0,19,0,0,0,0,0,51,0,0,49,0,3,0,0,0,0
72,0,0,0,0,0,3.8465,30.063,1,1,1,0,0,0,2,0,0,0,0,0,25,0,1,8,0,0,38,0,110.90950000000001,0,0,0,0,3,0,8,0,0,0,21,0,9,18,0,9,4,0,0,0
64,0,0,0,1,0,1.0258888888888889,1.662,0,1,1,0,0,0,0,0,0,51,0,0,0,0,0,1,0,0,12,0,69.68788888888889,0,0,0,0,0,0,0,0,0,0,10,0,0,49,0,5,0,0,0,0
60,0,0,1,0,0,2.335111111111111,3.624,0,3,3,0,0,3,2,0,0,0,0,0,44,0,0,5,0,0,11,0,77.95911111111111,0,0,0,0,0,0,0,0,0,0,19,0,0,38,0,3,0,0,0,0
43,0,0,0,0,0,1.4304000000000001,1.997,0,2,2,0,0,1,0,0,0,0,0,0,30,0,0,2,0,0,11,0,51.4274,0,0,0,0,0,0,0,0,0,0,17,0,0,24,0,2,0,0,0,0
98,0,0,0,0,0,3.00645,17.365,9,4,3,0,0,0,2,0,0,37,0,0,13,0,0,6,0,0,42,0,136.37144999999998,0,0,0,0,31,0,16,0,0,0,34,0,0,12,0,4,1,0,0,0
91,1,0,0,0,0,2.629090909090909,5.247,2,4,3,0,0,0,2,0,0,7,0,0,17,0,0,9,2,0,56,0,109.8760909090909,0,0,0,0,7,10,0,0,0,17,41,0,0,13,0,3,0,0,0,0
129,0,0,1,0,0,1.2391333333333334,1.487,0,7,6,0,0,0,0,0,0,0,0,0,0,107,0,1,0,0,21,0,145.72613333333334,0,0,0,0,0,0,0,0,0,0,32,0,0,94,0,3,0,0,0,0
40,0,0,0,0,0,1.4157142857142857,2.687,0,2,1,0,0,0,0,0,0,0,0,0,25,0,0,2,0,0,13,0,47.102714285714285,0,0,0,0,0,0,0,0,0,0,12,0,6,21,0,1,0,0,0,0
416,0,0,0,0,0,1.3213020833333333,5.849,9,8,6,2,2,0,0,0,0,112,0,0,46,28,0,1,36,78,112,3,450.17030208333335,0,0,0,0,28,60,0,0,0,0,42,0,0,261,0,25,0,0,0,0
72,0,0,0,0,0,1.4785,2.54,2,5,3,0,0,0,12,0,0,0,0,0,0,0,0,15,26,0,31,0,98.0185,0,0,0,0,6,0,11,0,0,0,40,0,0,9,0,3,1,0,2,0
57,0,0,0,0,0,1.5050000000000001,2.148,1,3,2,5,4,2,1,0,0,0,0,0,24,0,0,5,0,0,31,0,81.65299999999999,0,0,0,0,3,0,0,0,0,0,35,0,0,15,0,2,0,0,0,5
26,0,0,1,0,0,0.7926666666666667,1.254,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,5,0,31.046666666666667,0,0,0,0,0,0,0,0,0,0,9,0,0,17,0,0,0,0,0,0
53,0,0,0,0,0,0.8637777777777778,1.787,8,5,7,0,0,0,0,0,0,0,0,0,0,5,0,1,24,2,13,8,75.65077777777778,0,0,0,0,23,0,0,0,0,0,28,0,0,2,0,0,0,0,0,0
2,0,0,1,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,1.004375,1.704,1,2,1,0,0,0,12,0,0,0,0,0,30,0,0,16,0,0,30,0,94.708375,0,0,0,0,3,0,11,0,0,0,25,0,8,22,0,2,5,0,0,0
20,0,0,0,0,0,12.506,28.417,0,1,1,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,7,0,62.923,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0
35,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,26,0,0,9,0,51.882,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,2,0,0,0,0
7,0,0,1,0,0,1.7409999999999999,3.141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,13.882,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,1.2125,1.554,0,11,2,16,14,0,1,0,0,63,0,0,1,0,0,2,0,0,70,0,182.7665,0,0,0,0,0,0,0,0,0,0,60,0,0,57,0,3,0,0,0,16
107,0,0,0,0,0,2.0219166666666664,3.351,0,14,13,0,0,0,0,0,0,39,0,0,33,0,0,1,0,0,34,0,139.37291666666667,0,0,0,0,0,0,0,0,0,0,59,0,0,46,0,2,0,0,0,0
199,0,0,0,0,0,3.2269583333333336,20.809,11,5,5,1,1,0,0,0,0,3,0,0,119,0,1,1,0,0,75,0,246.03595833333333,0,0,0,0,40,0,16,0,0,0,35,0,20,58,0,11,19,0,0,0
321,0,0,0,0,0,2.579623188405797,16.118,4,1,1,3,3,1,0,0,0,99,0,0,0,0,1,1,0,0,220,0,352.6976231884058,0,0,0,0,12,0,70,0,0,0,18,0,157,34,0,16,12,0,0,2
259,0,0,0,0,0,1.3583333333333334,2.676,0,30,20,0,0,0,2,0,0,20,0,0,0,38,0,6,22,37,79,57,315.03433333333334,0,0,0,0,0,0,0,0,0,0,114,0,0,134,0,11,0,0,0,0
817,0,0,0,0,0,1.1728414634146342,12.501,0,36,26,0,0,0,12,0,0,133,0,0,101,2,0,15,143,0,267,157,905.6738414634146,0,0,0,0,0,62,0,0,0,0,216,0,4,469,0,67,0,0,0,0
26,0,0,0,0,0,1.447,2.098,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,7,14,0,5,0,33.545,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,1,0,0,0,0
225,0,0,0,1,0,1.3408484848484847,2.76,0,6,7,5,5,1,0,0,0,0,0,0,93,0,1,0,89,0,42,0,254.10084848484848,0,0,0,0,0,0,0,0,0,0,48,0,0,162,0,12,0,0,0,3
36,0,0,0,0,0,1.9226666666666665,2.06,1,2,1,0,0,0,7,0,0,0,0,0,0,0,0,13,13,0,10,0,50.98266666666667,0,0,0,0,6,0,0,0,0,0,25,0,0,4,0,1,0,0,0,0
286,0,0,0,0,0,0.8422285714285714,1.639,32,40,22,0,0,0,12,0,0,8,0,0,3,70,0,20,30,0,113,42,394.4812285714286,0,0,0,0,96,0,10,0,0,0,157,0,3,10,0,9,1,0,0,0
72,0,0,0,0,0,1.1374615384615385,1.725,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,49,0,22,0,81.86246153846153,0,0,0,0,0,0,0,0,0,0,29,0,0,37,0,6,0,0,0,0
39,0,0,0,0,0,4.947,10.483,1,1,1,0,0,0,12,0,0,0,0,0,19,0,0,14,0,0,6,0,69.43,0,0,0,0,4,0,0,0,0,0,21,0,0,12,0,2,0,0,0,0
382,1,0,0,0,0,2.589490909090909,9.911,39,23,19,4,5,0,0,0,17,51,0,0,43,36,0,3,3,27,200,3,485.5004909090909,0,1,0,0,139,36,14,0,0,0,122,0,30,4,0,32,5,0,0,0
232,0,0,0,0,0,11.467555555555556,94.969,5,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,78,145,373.4365555555555,0,0,0,0,21,0,0,0,0,0,86,0,0,93,0,32,0,0,0,0
80,1,0,0,0,0,3.6790000000000003,33.767,2,2,2,0,0,0,9,0,0,0,0,0,20,0,0,15,0,0,45,0,132.446,0,0,0,0,13,0,7,0,0,0,26,0,14,0,0,4,16,0,0,0
37,0,0,0,0,0,1.7409999999999999,3.141,0,2,1,0,0,0,12,0,0,5,0,0,2,1,2,15,1,0,11,0,56.882,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
53,0,0,1,0,0,1.69025,3.358,0,3,2,2,2,0,2,0,0,0,0,0,28,0,0,5,0,0,20,0,70.04825,0,0,0,0,0,0,0,0,0,0,25,0,0,22,0,4,0,0,0,2
104,0,0,0,0,0,3.1881111111111107,20.479,1,5,3,0,0,0,12,0,0,0,0,0,0,0,0,20,49,0,38,0,151.66711111111113,0,0,0,0,3,0,3,0,0,0,45,0,6,38,0,10,2,0,0,0
21,0,0,1,0,0,1.7185000000000001,2.169,0,1,1,1,1,1,0,0,0,0,0,0,7,0,0,1,0,0,13,0,30.8875,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,4,0,1,0,0
27,0,0,0,0,0,1.8330000000000002,1.846,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,10,0,34.679,0,0,0,0,0,0,0,0,0,0,12,0,0,14,0,1,0,0,0,0
3,1,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,1.2103894736842105,6.027,28,19,19,0,0,18,1,0,0,204,0,0,125,0,0,5,15,0,140,16,597.2373894736842,0,0,0,0,118,0,7,0,0,0,124,0,10,181,0,64,1,0,0,0
21,0,0,0,0,0,1.7409999999999999,3.141,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,32.882,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
106,0,0,0,0,0,18.1635,37.995,4,15,16,0,0,0,12,0,0,0,0,0,27,0,0,22,21,0,36,0,209.1585,0,0,0,0,16,0,0,0,0,0,89,0,0,0,0,1,0,0,0,0
133,0,0,0,0,1,4.46056,33.115,0,4,4,0,0,0,2,0,0,94,0,0,0,0,0,6,0,0,33,0,181.57556,0,0,0,0,0,0,7,0,0,0,31,0,0,82,0,12,1,0,0,0
316,0,0,0,0,0,6.488402597402597,38.565,0,26,20,0,0,0,2,0,0,0,0,0,0,0,0,10,0,248,58,0,409.0534025974026,0,0,0,0,0,0,0,0,0,0,104,0,0,208,0,4,0,0,0,0
42,0,0,0,0,0,0.68225,1.079,1,1,1,0,0,0,12,0,0,0,0,0,0,7,0,15,0,0,20,0,58.761250000000004,0,0,0,0,6,0,8,0,0,0,22,0,3,1,0,1,1,0,0,0
3,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0.803,0.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,0,25.606,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0.527,1.056,5,5,4,0,0,0,1,0,3,8,0,0,0,23,0,3,0,0,17,0,70.583,0,0,0,0,26,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0
7,0,0,1,0,0,1.7409999999999999,3.141,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16.881999999999998,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2
150,0,0,0,0,0,1.283774193548387,4.052,3,5,4,0,0,0,6,0,0,35,0,0,11,0,0,8,2,0,94,0,173.3357741935484,0,0,0,0,13,0,15,0,0,0,35,0,50,30,0,5,2,0,0,0
16,0,0,0,0,0,1.437,1.437,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,8,0,22.874000000000002,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,1,0,0,0,0
22,0,0,0,0,0,1.7409999999999999,3.141,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,13,0,0,9,0,37.882,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0
338,0,0,0,0,0,1.2781029411764706,2.357,30,4,4,0,0,0,0,0,30,79,0,0,32,2,0,10,0,0,185,0,379.63510294117646,0,0,0,0,117,98,10,0,0,0,34,0,4,31,0,42,2,0,0,0
10,1,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,1,0,19.881999999999998,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
105,1,0,0,0,0,2.086444444444444,3.745,8,9,6,0,0,0,3,0,0,20,0,0,19,0,0,7,0,0,59,0,136.83144444444446,0,0,0,0,27,4,20,0,0,0,45,0,0,0,0,4,5,0,0,0
175,0,0,0,0,0,1.9057272727272727,13.198,3,7,2,0,0,2,0,0,0,3,0,0,107,0,0,1,0,0,64,0,204.10372727272727,0,0,0,0,10,0,8,0,0,0,29,0,20,91,0,14,3,0,0,0
84,0,0,0,0,0,7.192181818181819,25.168,1,3,1,0,0,0,1,0,0,0,0,0,45,0,2,3,0,0,34,0,122.36018181818181,0,0,0,0,3,0,2,0,0,0,30,0,3,38,0,4,4,0,0,0
83,0,0,1,0,0,1.0983333333333334,2.025,5,6,5,1,1,0,1,0,0,0,0,0,0,48,0,5,0,0,30,0,106.12333333333333,0,0,0,0,20,0,5,0,0,0,39,0,0,14,0,5,0,0,0,0
35,0,0,0,0,0,1.2631666666666668,1.369,0,1,2,0,0,0,9,0,0,9,0,0,8,0,0,14,0,0,4,0,49.63216666666666,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,0,0,0
25,0,0,1,0,0,1.7409999999999999,3.141,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,18,0,0,7,0,44.882,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
282,0,0,1,0,0,5.444593220338983,41.572,0,27,19,0,0,0,0,0,0,92,0,0,0,17,0,3,0,39,80,53,378.016593220339,0,0,0,0,0,0,0,0,0,0,109,0,3,161,0,11,0,0,0,0
9,0,0,1,0,0,1.7409999999999999,3.141,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,5,0,16.881999999999998,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,3.5234,6.704,0,3,1,0,0,0,2,0,0,0,0,0,32,0,0,6,0,0,9,0,63.2274,0,0,0,0,0,0,0,0,0,0,17,0,0,29,0,1,0,0,0,0
60,0,0,0,0,0,1.9615,2.098,0,4,4,0,0,0,0,0,0,0,0,0,35,0,1,1,0,0,23,0,72.0595,0,0,0,0,0,0,0,0,0,0,32,0,0,22,0,6,0,0,0,0
209,0,0,0,0,0,1.9954,3.611,0,11,14,0,0,0,12,0,0,0,0,0,86,0,0,16,56,0,51,0,251.6064,0,0,0,0,0,0,0,0,0,0,82,0,0,107,0,20,0,0,0,0
131,0,0,0,1,0,1.8162941176470588,12.174,0,7,8,0,0,0,12,0,0,34,0,0,28,0,0,18,2,21,22,6,172.99029411764707,0,0,0,0,0,0,0,0,0,0,52,0,0,75,0,4,0,0,0,0
44,0,0,0,0,0,0.8895000000000001,2.0,2,1,1,0,0,0,2,0,3,0,0,0,0,27,0,9,0,0,5,0,52.8895,0,0,0,0,6,0,0,0,0,0,15,0,0,22,0,1,0,0,0,0
309,0,0,0,0,0,3.9097804878048783,15.276,0,24,19,0,0,0,0,0,0,28,0,0,46,0,0,1,49,43,99,43,371.1857804878049,0,0,0,0,0,0,0,0,0,0,108,0,0,170,0,31,0,0,0,0
37,1,0,0,0,0,1.277,1.277,0,1,1,2,2,0,12,0,0,0,0,0,15,0,0,15,0,0,8,0,58.554,0,0,0,0,0,0,0,0,0,0,24,0,0,12,0,2,0,0,0,0
46,0,0,1,0,0,1.5466666666666666,1.724,0,1,1,0,0,0,12,0,0,0,0,0,12,0,0,26,0,0,8,0,64.27066666666667,0,0,0,0,0,0,2,0,0,0,33,0,0,9,0,2,0,0,0,0
21,0,0,0,0,0,2.7366666666666664,3.316,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,5,0,29.052666666666667,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0
71,0,0,0,0,0,1.9635,2.534,0,3,3,0,0,0,11,0,0,0,0,0,15,0,0,13,27,0,16,0,92.4975,0,0,0,0,0,0,0,0,0,0,34,0,0,33,0,4,0,0,0,0
8,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,16.881999999999998,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1
104,0,0,0,0,0,4.658555555555555,21.224,0,4,4,0,0,3,0,0,0,0,0,0,64,0,0,1,0,0,39,0,140.88255555555554,0,0,0,0,0,0,2,0,0,0,28,0,8,52,0,14,0,0,0,0
195,0,0,1,0,0,1.7326129032258064,5.767,1,3,3,1,1,1,0,0,0,0,0,0,144,0,0,1,0,0,50,0,213.4996129032258,0,0,0,0,3,0,6,0,0,0,35,0,0,129,0,22,0,0,0,0
31,0,0,0,0,0,0.9455,1.084,0,1,1,0,0,0,2,0,0,10,0,0,0,0,1,7,0,0,13,0,37.0295,0,0,0,0,0,0,0,0,0,0,20,0,5,6,0,0,0,0,0,0
28,0,0,0,0,0,1.5879999999999999,2.476,0,1,1,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,8,0,36.064,0,0,0,0,0,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0
219,0,0,0,0,0,1.6323421052631577,2.859,12,4,3,0,0,0,2,0,0,0,0,0,161,0,2,6,0,0,50,0,244.49134210526316,0,0,0,0,40,0,10,0,0,0,39,0,18,99,0,11,2,0,0,0
32,0,0,0,0,0,0.6960000000000001,1.09,0,1,3,1,1,0,2,0,0,0,0,0,16,0,1,6,0,0,9,0,41.786,0,0,0,0,0,0,3,0,0,0,21,0,0,7,0,1,0,0,0,0
3,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
